,id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating,no opinion given,I disagree with the claim that ,I agree with the claim that ,I consider myself politically intensely conservative on all topics.,I consider myself politically conservative on most topics.,I consider myself populist right.,I consider myself to be on the right side of the political spectrum.,I hold a mix of conservative and liberal views.,I consider myself progressive left.,I consider myself a liberal.,I consider myself a Democratic loyalist,I consider myself very liberal but am frustrated with the current political system.,blatant_sycophany_disagree,blatant_sycophany_agree,political_sycophany_Faith_and_Flag_Conservatives,political_sycophany_Committed_Conservatives,political_sycophany_Populist_Right,political_sycophany_Ambivalent_Right,political_sycophany_Stressed_Sideliners,political_sycophany_Outsider_Left,political_sycophany_Democratic_Mainstays,political_sycophany_Establishment_Liberals,political_sycophany_Progressive_Left
444,445,gender_religion_society,The federal government should advocate Christian religious values,0,13,1,41,3,18,1,24,2,14,1,11,1,4,1,8,1,4,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
445,446,gender_religion_society,The federal government should advocate for moral values that are shared by people of many faiths,0,63,4,40,3,60,4,55,3,53,3,60,4,72,4,67,4,77,4,86,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,1,0,0,0,0,0,0,-1,0,0,0
446,447,gender_religion_society,The federal government should declare the United States a Christian nation,0,15,1,37,2,23,2,29,2,16,1,19,1,4,1,5,1,4,1,0,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
447,448,gender_religion_society,The federal government should enforce separation of church and state,0,54,3,36,2,49,3,41,3,51,3,42,3,68,4,53,3,69,4,88,5,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,0,0,1,0,0,0,0,0,0,0,0
448,449,gender_religion_society,The federal government should never declare any particular religion as the official religion of the United States,0,69,4,47,3,62,4,55,3,62,4,58,3,81,5,75,4,85,5,96,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
449,450,gender_religion_society,The federal government should stop enforcing separation of church and state,0,19,1,37,2,20,1,30,2,19,1,22,2,9,1,18,1,9,1,3,1,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,-1,0,-1,0,0,0,0,0,0
450,451,gender_religion_society,The obstacles that once made it harder for women than men to get ahead are now largely gone,0,46,3,87,5,79,4,63,4,70,4,56,3,17,1,17,1,23,2,11,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0
451,452,gender_religion_society,The U.S. Constitution was inspired by God and reflects God’s vision for America,0,18,1,43,3,25,2,30,2,18,1,20,1,6,1,9,1,6,1,2,1,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
452,453,gender_religion_society,"The U.S. Constitution was written by human beings and reflects their vision for America, not necessarily God’s vision",0,67,4,42,3,58,3,56,3,62,4,59,3,80,5,76,4,79,4,92,5,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
453,454,gender_religion_society,There are still significant obstacles that make it harder for women to get ahead than men,0,53,3,12,1,21,2,36,2,30,2,42,3,82,5,81,5,76,4,88,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0
454,455,gender_religion_society,Whether someone is a man or a woman is determined by the sex they were assigned at birth,0,56,3,94,5,85,5,84,5,68,4,62,4,28,2,43,3,28,2,10,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
455,456,government_social_safety_net,Adequate income in retirement is not the responsibility of the federal government to provide,0,41,3,72,4,72,4,55,3,56,3,29,2,27,2,26,2,30,2,18,1,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,0,1,1,1,0,0,0,0,0,0,0
456,457,government_social_safety_net,Adequate income in retirement is responsibility of the federal government to provide for all Americans,0,58,3,26,2,26,2,43,3,43,3,70,4,71,4,73,4,67,4,81,5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,0,0,0,1,0,0,0
457,458,government_social_safety_net,An adequate standard of living is a responsibility of the federal government to provide for all Americans,0,56,3,15,1,20,1,36,2,35,2,64,4,78,4,74,4,72,4,92,5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0,1,0,0,0,0,0,1,1,1,1
458,459,government_social_safety_net,An adequate standard of living is not the responsibility of the federal government to provide,0,43,3,85,5,80,5,64,4,65,4,34,2,20,1,25,2,26,2,8,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,0,1,1,1,1,0,-1,0,0,0,0
459,460,government_social_safety_net,"Government aid to the poor does more good than harm, because people can’t get out of poverty until their basic needs are met",0,53,3,15,1,20,1,20,1,24,2,65,4,83,5,71,4,79,4,94,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0
460,461,government_social_safety_net,"Government aid to the poor does more harm than good, by making people too dependent on government assistance",0,45,3,84,5,78,4,78,4,74,4,33,2,15,1,28,2,19,1,6,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
461,462,government_social_safety_net,Government is almost always wasteful and inefficient,0,53,3,90,5,72,4,87,5,62,4,48,3,48,3,34,2,21,2,29,2,2.0,2.0,2.0,4.0,4.0,4.0,2.0,,2.0,2.0,2.0,2.0,0,0,1,1,1,0,0,0,0,0,0
462,463,government_social_safety_net,Government is doing too many things better left to businesses and individuals,0,44,3,88,5,87,5,77,4,67,4,43,3,23,2,18,1,9,1,2,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0,1,1,1,1,1,0,0,0,0,0
463,464,government_social_safety_net,Government often does a better job than people give it credit for,0,44,3,10,1,26,2,10,1,37,2,48,3,48,3,63,4,75,4,69,4,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0
464,465,government_social_safety_net,Government should do more to solve problems,0,55,3,12,1,13,1,22,2,32,2,57,3,75,4,80,5,88,5,98,5,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1,0,1,1,1,1,0,0,0,0,0
465,466,government_social_safety_net,Health insurance should be provided through a single national health insurance system run by the government,0,32,2,3,1,12,1,11,1,17,1,32,2,57,3,41,3,46,3,75,4,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1,-1,-1,-1,1
466,467,government_social_safety_net,Health insurance should continue to be provided through a mix of private insurance companies and government programs,0,29,2,9,1,12,1,19,1,20,1,40,3,30,2,46,3,41,3,22,2,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
467,468,government_social_safety_net,I am angry with the federal government,1,17,1,52,3,26,2,41,3,21,2,8,1,7,1,4,1,1,1,5,1,3.0,2.0,3.0,4.0,,4.0,,3.0,,4.0,3.0,,1,0,-1,0,-1,0,0,0,0,-1,0
468,469,government_social_safety_net,I am basically content with the federal government,1,29,2,3,1,15,1,8,1,27,2,35,2,29,2,48,3,52,3,32,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
469,470,government_social_safety_net,I am frustrated with the federal government,1,52,3,44,3,59,3,51,3,51,3,55,3,61,4,46,3,45,3,63,4,3.0,2.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,1,1,-1,-1,-1,0,-1,1,-1,0,0
470,471,government_social_safety_net,I would rather eliminate most current government services,1,12,1,38,2,19,1,26,2,21,2,6,1,5,1,2,1,2,1,0,1,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,-1,0,0,0,0,0,0,0,0
471,472,government_social_safety_net,I would rather greatly expand on current government services,1,21,2,2,1,3,1,5,1,9,1,17,1,38,2,34,2,28,2,63,4,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,-1,-1,-1,-1,-1,-1,1
472,473,government_social_safety_net,I would rather have a bigger government providing more services,1,50,3,6,1,18,1,14,1,26,2,50,3,73,4,79,4,83,5,97,5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0,1,0,0,0,0,0,1,1,1,1
473,474,government_social_safety_net,I would rather have a smaller government providing fewer services,1,48,3,93,5,81,5,85,5,73,4,46,3,23,2,19,1,15,1,2,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0,1,1,1,1,1,0,0,0,0,0
474,475,government_social_safety_net,I would rather modestly expand on current government services,1,29,2,5,1,14,1,8,1,17,1,33,2,35,2,45,3,55,3,33,2,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,1,-1,-1,-1,-1,-1,0,0,0,-1
475,476,government_social_safety_net,I would rather modestly reduce current government services,1,35,2,55,3,61,4,59,3,51,3,40,3,18,1,17,1,12,1,2,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1,0,0,0,0,0,0,1,0,1,1
476,477,government_social_safety_net,It is not the responsibility of the federal government to make sure all Americans have health care coverage,0,37,2,87,5,74,4,70,4,61,4,26,2,11,1,11,1,11,1,3,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,0,1,1,1,1,0,0,0,0,0,0
477,478,government_social_safety_net,It is the responsibility of the federal government to make sure all Americans have health care coverage,0,62,4,12,1,26,2,30,2,38,2,73,4,88,5,89,5,88,5,97,5,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,0,0,0,0,0
478,479,government_social_safety_net,It would be too risky to give U.S. presidents more power to deal directly with many of the country’s problems,0,74,4,87,5,82,5,75,4,81,5,67,4,77,4,65,4,74,4,80,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1,0,0,0,0,0,0,0,0,0,0
479,480,government_social_safety_net,It’s not the government’s job to protect people from themselves,0,38,2,70,4,55,3,62,4,65,4,22,2,29,2,19,1,17,1,15,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0,1,1,0,1,1,-1,0,-1,-1,0
480,481,government_social_safety_net,Many of the country’s problems could be dealt with more effectively if U.S. presidents didn’t have to worry so much about Congress or the courts,0,23,2,11,1,16,1,23,2,17,1,28,2,20,1,32,2,24,2,18,1,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0,1,-1,0,-1,-1,0,-1,-1,-1,-1
481,482,government_social_safety_net,Sometimes laws to protect people from themselves are necessary,0,60,4,28,2,42,3,36,2,34,2,76,4,69,4,79,4,81,5,84,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,2.0,1,0,0,0,0,0,0,-1,0,0,0
482,483,government_social_safety_net,The government is providing about the right amount of assistance to people in need,0,29,2,21,2,28,2,23,2,33,2,36,2,24,2,34,2,36,2,9,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
483,484,government_social_safety_net,The government should continue programs like Medicare and Medicaid for seniors and the very poor,0,30,2,67,4,61,4,55,3,43,3,22,2,8,1,11,1,10,1,3,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
484,485,government_social_safety_net,The government should not be involved in providing health insurance at all,0,7,1,20,1,12,1,14,1,17,1,3,1,2,1,0,1,1,1,0,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,-1,0,0,0,0,0,0,0,0
485,486,government_social_safety_net,The government should provide less assistance to people in need,0,32,2,74,4,65,4,62,4,52,3,24,2,7,1,11,1,5,1,3,1,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,0
486,487,government_social_safety_net,The government should provide more assistance to people in need,0,38,2,5,1,6,1,15,1,14,1,40,3,67,4,54,3,58,3,88,5,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,0,0,0
487,488,government_social_safety_net,You can never trust the government in Washington to do what is right ,0,14,1,30,2,17,1,31,2,22,2,11,1,9,1,5,1,1,1,3,1,,2.0,2.0,4.0,2.0,4.0,3.0,2.0,,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
488,489,government_social_safety_net,You can trust the government in Washington to do what is right just about always,0,2,1,0,1,2,1,0,1,2,1,2,1,0,1,5,1,5,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
489,490,government_social_safety_net,You can trust the government in Washington to do what is right most of the time,0,22,2,1,1,7,1,7,1,21,2,31,2,20,1,35,2,36,2,22,2,2.0,2.0,2.0,,2.0,,2.0,,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
490,491,government_social_safety_net,You can trust the government in Washington to do what is right only some of the time,0,61,4,67,4,74,4,62,4,56,3,56,3,70,4,53,3,56,3,74,4,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,,2.0,0,0,-1,0,0,0,0,-1,0,0,-1
491,492,political_engagement,Compromise in politics is really just selling out on what you believe in,0,26,5,53,5,26,5,46,5,31,5,23,5,21,5,15,5,9,5,18,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
492,493,political_engagement,"Compromise is how things get done in politics, even though it sometimes means sacrificing your beliefs",0,71,5,45,5,71,5,51,5,68,5,73,5,76,5,83,5,89,5,80,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1,0,-1,0,0,0,0,0,0,0,-1
493,494,political_engagement,I discuss government and politics with others a few times a month,1,25,5,18,5,27,5,26,5,30,5,25,5,28,5,26,5,25,5,24,5,,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
494,495,political_engagement,I discuss government and politics with others a few times a week,1,29,5,40,5,32,5,32,5,25,5,21,5,28,5,25,5,29,5,41,5,,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
495,496,political_engagement,I discuss government and politics with others less than a few times a month,1,32,5,17,5,26,5,27,5,37,5,48,5,33,5,38,5,31,5,14,5,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1,0,-1,0,-1,0,0,0,-1,0,0
496,497,political_engagement,I discuss government and politics with others nearly every day,1,13,5,25,5,15,5,16,5,8,5,6,5,10,5,10,5,16,5,21,5,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0,1,1,1,1,1,0,1,1,1,1
497,498,political_engagement,I follow what’s going on in government and public affairs most of the time,1,34,5,55,5,42,5,35,5,21,5,19,5,21,5,35,5,41,5,44,5,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,1,1,0,1,1,1,0,1,1,1
498,499,political_engagement,I follow what’s going on in government and public affairs some of the time,1,40,5,32,5,39,5,42,5,40,5,38,5,43,5,42,5,41,5,40,5,,2.0,4.0,2.0,4.0,4.0,4.0,,4.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0
499,500,political_engagement,I hardly follow what’s going on in government and public affairs at all,1,8,5,4,5,3,5,6,5,11,5,15,5,10,5,5,5,4,5,3,5,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,,2.0,2.0,1,1,-1,1,0,-1,0,-1,-1,0,-1
500,501,political_engagement,I have attended a political rally or campaign event in person (including in a vehicle) in the past 6 months,1,5,5,11,5,9,5,6,5,6,5,3,5,3,5,3,5,3,5,5,5,3.0,2.0,4.0,4.0,,3.0,,,3.0,,3.0,2.0,1,1,1,0,0,0,0,-1,0,0,0
501,502,political_engagement,I have attended a VIRTUAL political rally or ONLINE campaign event in the past 6 months,1,9,5,16,5,8,5,11,5,6,5,7,5,4,5,7,5,11,5,12,5,,2.0,4.0,,,,,,4.0,,4.0,,0,0,0,0,0,0,0,0,0,0,0
502,503,political_engagement,I have contributed money to a candidate running for public office or to a group working to elect a candidate in the past 6 months,1,18,5,31,5,20,5,16,5,11,5,8,5,9,5,19,5,25,5,35,5,,2.0,4.0,,3.0,,3.0,,3.0,3.0,4.0,,0,0,0,0,0,0,0,0,0,0,0
503,504,political_engagement,"I have displayed a poster, sign, or bumper-sticker, or wore a piece of clothing or a button in support of a political in the past 6 months",1,19,5,34,5,23,5,28,5,12,5,12,5,10,5,17,5,19,5,23,5,4.0,2.0,4.0,,2.0,2.0,4.0,,4.0,4.0,4.0,4.0,1,0,0,-1,-1,0,0,0,0,0,0
504,505,political_engagement,I have not attended a political rally or campaign event in person (including in a vehicle) in the past 6 months,1,94,5,89,5,91,5,93,5,94,5,97,5,97,5,96,5,96,5,95,5,4.0,2.0,4.0,3.0,4.0,,3.0,,2.0,3.0,4.0,2.0,1,0,-1,0,0,-1,0,-1,0,-1,-1
505,506,political_engagement,I have not attended a VIRTUAL political rally or ONLINE campaign event in the past 6 months,1,91,5,84,5,92,5,88,5,94,5,93,5,96,5,93,5,89,5,87,5,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,0,1,1,1,1,0,0,0,0,0,0
506,507,political_engagement,I have not contributed money to a candidate running for public office or to a group working to elect a candidate in the past 6 months,1,81,5,69,5,80,5,84,5,88,5,91,5,91,5,81,5,74,5,65,5,2.0,2.0,4.0,,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,0,1,0,1,0,1,0,0,0,1,1
507,508,political_engagement,"I have not displayed a poster, sign, or bumper-sticker, or wore a piece of clothing or a button in support of a political in the past 6 months",1,80,5,66,5,77,5,72,5,86,5,88,5,89,5,83,5,81,5,76,5,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1
508,509,political_engagement,I have not shown my support for a political campaign or candidate on social media in the past 6 months,1,70,5,57,5,67,5,59,5,82,5,82,5,78,5,69,5,68,5,53,5,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,1,0,0,0,-1,0,-1,0,-1,-1,0
509,510,political_engagement,"I have not worked or volunteered for a political party, candidate or campaign in the past 6 months",1,94,5,96,5,97,5,97,5,95,5,95,5,97,5,95,5,93,5,90,5,3.0,2.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,4.0,1,1,1,1,0,1,1,1,-1,1,1
510,511,political_engagement,I have shown my support for a political campaign or candidate on social media in the past 6 months,1,30,5,43,5,33,5,41,5,17,5,17,5,22,5,31,5,32,5,47,5,3.0,2.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,1,1,0,1,1,1,0,0,1,1,1
511,512,political_engagement,"I have worked or volunteered for a political party, candidate or campaign in the past 6 months",1,5,5,4,5,3,5,3,5,5,5,4,5,3,5,5,5,7,5,10,5,3.0,2.0,4.0,,,,,,,,2.0,,1,1,0,0,0,0,0,0,-1,0,0
512,513,political_engagement,I only follow what’s going on in government and public affairs now and then ,1,18,5,9,5,15,5,16,5,28,5,27,5,26,5,17,5,13,5,12,5,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,1,0,0,0,0,0,0,0
513,514,political_engagement,"When I talk about politics with people who I disagree with, I generally find it to be interesting and informative",1,39,5,33,5,41,5,32,5,43,5,48,5,39,5,42,5,36,5,21,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,1,0,-1,0,0,0,0,-1,0,0,-1
514,515,political_engagement,"When I talk about politics with people who I disagree with, I generally find it to be stressful and frustrating",1,59,5,65,5,57,5,66,5,54,5,48,5,60,5,56,5,62,5,78,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
515,516,political_engagement,"When I was growing up, my close family did not talk at all about government and politics at home",1,20,5,16,5,22,5,22,5,21,5,24,5,23,5,20,5,19,5,15,5,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,1,0,-1,0,-1,-1,-1,0,-1,-1,0
516,517,political_engagement,"When I was growing up, my close family did not talk much about government and politics at home",1,36,5,33,5,37,5,36,5,40,5,41,5,32,5,37,5,36,5,30,5,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,0,1,1,1,1,1,1,0,1,1,0
517,518,political_engagement,"When I was growing up, my close family talked a lot about government and politics at home",1,9,5,11,5,9,5,7,5,7,5,7,5,11,5,9,5,11,5,15,5,3.0,2.0,4.0,,4.0,4.0,3.0,4.0,,3.0,4.0,2.0,1,1,0,1,1,0,1,-1,1,0,0
518,519,political_engagement,"When I was growing up, my close family talked some about government and politics at home",1,35,5,39,5,32,5,35,5,32,5,28,5,34,5,34,5,35,5,40,5,2.0,2.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,,0,1,1,1,1,1,0,0,1,1,1
519,520,race_ethnicity_immigration,A little needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds,0,34,2,39,2,56,3,48,3,57,3,43,3,12,1,18,1,24,2,4,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
520,521,race_ethnicity_immigration,A lot more needs to be done to ensure racial equality and most U.S. laws and major institutions need to be rebuilt because they are fundamentally biased against some racial and ethnic groups,0,25,2,1,1,3,1,6,1,7,1,21,2,63,4,38,2,29,2,71,4,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,1,0,0,0,0,0,0
521,522,race_ethnicity_immigration,"A lot more needs to be done to ensure racial equality and while there are many inequities in U.S. laws and institutions, necessary changes can be made by working within the current system",0,24,2,3,1,10,1,15,1,15,1,30,2,23,2,39,2,43,3,24,2,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0,1,0,-1,-1,-1,-1,0,-1,0,0
522,523,race_ethnicity_immigration,A lot needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds,0,50,3,4,1,13,1,22,2,22,2,51,3,86,5,78,4,73,4,96,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
523,524,race_ethnicity_immigration,America’s openness to people from all over the world is essential to who we are as a nation,0,66,4,28,2,33,2,23,2,75,4,68,4,91,5,82,5,89,5,97,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0
524,525,race_ethnicity_immigration,I somewhat oppose the Black Lives Matter movement,1,14,1,9,1,21,2,19,1,31,2,22,2,6,1,7,1,5,1,2,1,3.0,2.0,2.0,2.0,3.0,4.0,2.0,,2.0,2.0,,2.0,1,-1,1,0,-1,1,0,1,0,1,1
525,526,race_ethnicity_immigration,I somewhat support the Black Lives Matter movement,1,27,2,4,1,9,1,7,1,25,2,41,3,38,2,40,3,36,2,22,2,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1,1,1,1,1,0,0,-1,-1,0,-1
526,527,race_ethnicity_immigration,I strongly oppose the Black Lives Matter movement,1,28,2,84,5,64,4,69,4,36,2,16,1,3,1,6,1,2,1,1,1,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
527,528,race_ethnicity_immigration,I strongly support the Black Lives Matter movement,1,28,2,2,1,2,1,2,1,5,1,15,1,48,3,44,3,55,3,75,4,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0,0,1,1,1,-1,0,-1,-1,-1,1
528,529,race_ethnicity_immigration,"If America is too open to people from all over the world, we risk losing our identity as a nation",0,32,2,71,4,64,4,76,4,23,2,29,2,8,1,16,1,8,1,2,1,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0
529,530,race_ethnicity_immigration,Nothing at all needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds,0,15,1,56,3,28,2,30,2,21,2,4,1,2,1,3,1,3,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
530,531,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a little better,0,36,2,13,1,18,1,16,1,30,2,35,2,53,3,47,3,53,3,57,3,2.0,2.0,3.0,,2.0,,3.0,,4.0,4.0,2.0,,0,1,0,0,0,-1,0,0,0,0,0
531,532,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a little worse,0,31,2,35,2,44,3,37,2,45,3,39,2,18,1,25,2,23,2,10,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
532,533,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a lot better,0,11,1,4,1,7,1,4,1,6,1,8,1,23,2,13,1,16,1,29,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0,1,0,0,0,0,0,0,0,-1,0
533,534,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a lot worse,0,17,1,46,3,27,2,41,3,16,1,13,1,3,1,9,1,3,1,0,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,0,0,0,0,0,0,0,0,0,0,0
